docket_id,docket_url,document_id,posted_date,comment_url,comment_text,organization,comment_title,attachment_count,number_of_comments_received,org_name,position,position_certainty,comment_type,coalition_comment,coalition_type,org_name_short,org_type,ask,ask1,ask2,ask3,success,success_certainty,sucess1,success2,success3,response,pressure_phrases,accept_phrases,compromise_phrases,reject_phrases,notes,agency_acronym,attachment_txt,proposed_url,final_url,agree_phrases,disagree_phrases,proposed_rule_url,final_rule_url,comment_txt1,comment_txt,...35,...36,submitter_name,file_1,transparent,source,agency_acronym2,date,president,n_obs,coalitions,coalition_unopposed,comments,congress,business,coalition_congress,coalition_size,coalition_position,coalition_business,coalition_success,org_lead,coalition_leader_success,coalition_comments,coalition_campaign_,coalition_,coalition_business_,coalition_id,Coalition_size,Coalition_comments,Position,Coalition_Position,coalition,agency,campaign_,ngo,gov,Coalition_campaign,Coalition_business
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-208730,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-208730,NA,Mississippi State Representative,NA,NA,NA,Representative Joel Bogmar,1,NA,Elected,Axcess Financial,Private,NA,Mississippi House Of Representative District 58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-208730,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-208730-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,0,89,0.4135593220338972,NA,-0.5970149253731343,TRUE,-0.5970149253731343,60175,TRUE,TRUE,NA,55,11-100,More Than 99,Opposes Rule,Opposes Rule,Axcess Financial,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,NA
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-208740,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-208740,NA,City Of Cleveland Office Of The Mayor,NA,NA,NA,Mayor Tom Rowland,1,NA,Elected,Axcess Financial,Private,NA,City Of Cleveland Mayor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-208740,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-208740-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,0,89,0.4135593220338972,NA,-0.5970149253731343,TRUE,-0.5970149253731343,60175,TRUE,TRUE,NA,55,11-100,More Than 99,Opposes Rule,Opposes Rule,Axcess Financial,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,NA
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-208735,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-208735,NA,Illinois General Assembly,NA,NA,NA,Senator Kimberly Lightford,1,NA,Elected,Naacp,Public,NA,Illinois Senate District 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-208735,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-208735-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,4,55,1.4035087719298245,3,-0.22,TRUE,-0.22,2,TRUE,TRUE,FALSE,66,11-100,1-99,Opposes Rule,Opposes Rule,Naacp,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,Non-Business
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-208739,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-208739,NA,Georgia House Of Representatives,NA,NA,NA,Representative Bruce Williamson,1,NA,Elected,Representative Bruce Williamson,Public,NA,Georgia House Of Representatives District 115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-208739,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-208739-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,0,1,1,0,NA,TRUE,NA,0,FALSE,FALSE,FALSE,71,1,0,Opposes Rule,Opposes Rule,Representative Bruce Williamson,Cfpb,FALSE,FALSE,FALSE,No Campaign,Non-Business
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-208742,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-208742,NA,"Department Of Financial Services, State Of Florida",NA,NA,NA,Jeff Atwater,2,NA,Elected,Naacp,Public,NA,Florida Chief Financial Officer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-208742,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-208742-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,4,55,1.4035087719298245,3,-0.22,TRUE,-0.22,2,TRUE,TRUE,FALSE,66,11-100,1-99,Opposes Rule,Opposes Rule,Naacp,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,Non-Business
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-144312,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-144312,NA,Texas House District 3,NA,NA,NA,Texas House District 3,1,NA,Elected,Naacp,Public,NA,Texas House District 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-144312,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-144312-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,TRUE,FALSE,4,55,1.4035087719298245,3,-0.22,TRUE,-0.22,2,TRUE,TRUE,FALSE,66,11-100,1-99,Opposes Rule,Opposes Rule,Naacp,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,Non-Business
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-144771,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-144771,NA,"Office Of The Speaker, Idaho",NA,NA,NA,Scott Bedke,1,NA,Elected,Naacp,Public,NA,House-Id,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-144771,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-144771-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,TRUE,FALSE,4,55,1.4035087719298245,3,-0.22,TRUE,-0.22,2,TRUE,TRUE,FALSE,66,11-100,1-99,Opposes Rule,Opposes Rule,Naacp,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,Non-Business
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-144770,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-144770,NA,Governor Of Idaho,NA,NA,NA,"C.l. ""Butch"" Otter",2,2,Elected,Naacp,Public,NA,Governor-Id,I Request That The Cfpb Consider A Rule Making Process That Offers Safe Harbor Standards That Consumers As Well As Lenders May Rely Upon.,I Ask The Bureau To Consider The 36% Step-Down Model.,I Ask Further That The Bureau Consider An Exemption Within The Proposed Rule For States That Adopt A 36% Step-Down Model Legislation With The Protections Described Above.,Specifically I Ask For The Bureau To Consider That Such A 36% Step Down Installment Be Treated As An Exception To The Atr And Or Covered Loan Definition.,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-144770,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-144770-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,4,55,1.4035087719298245,3,-0.22,TRUE,-0.22,2,TRUE,TRUE,FALSE,66,11-100,1-99,Opposes Rule,Opposes Rule,Naacp,Cfpb,TRUE,FALSE,TRUE,Mass-Comment Campaign,Non-Business
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-156197,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-156197,NA,Office Of Santa Clara County Supervisor Ken Yeager,NA,NA,NA,Ken Yeager,4,NA,Elected,Wcbc,Public,NA,Santa Clara County 4th District,"I Respectfully Urge The Consumer Financial Protection Bureau (Cfpb) To Issue A Strong Federal Payday Lending Rule That Puts An End To The Payday, Car Title, And High-Cost Installment Loan Debt Trap",The Core Principle Of The Cfpb's Proposal Is The Right Approach - Requiring Lenders To Ensure That A Loan Is Affordable Without Having To Re-Borrow Or Default On Other Expenses.,"Here Should Not Be Any Exceptions. Additionally, The Rule Should Include Protections To Ensure That Borrowers Can't Be Stuck In So-Called Two-Week Loans For Three Months Or More.","E. Finally, For The Rule To Be Effective It Must Protect Against Repeat Refinancing And Other Tricks And Traps That Really Just Amount To Taking Out New Loans To Pay Off Old Loans.",2,2,2,2,2,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-156197,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-156197-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,0,129,4.847328244274809,NA,0.7565217391304349,FALSE,0.7565217391304349,2,TRUE,TRUE,NA,74,More Than 100,1-99,Supports Rule,Supports Rule,Wcbc,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,NA
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-154014,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-154014,NA,Oklahoma Commission On Consumer Credit,NA,NA,NA,Dan Newberry,1,NA,Elected,Naacp,Public,NA,Senate-Ok,"In Crafting The Proposed Rules, The Bureau Failed To Take Into Account State Laws And Regulations That Already Effectively Govern Short Term Credit.",Bureau’s Proposal Will Overrule Oklahoma’s State Laws Governing Short Term Credit And Completely Ignore The Needs Of Consumers Who Use This Credit Responsibly.,"I Urge The Cfpb To Reconsider The Proposed Rule By Studying And Applying Effective State Regulatory Models, Such As Oklahoma.",NA,1,2,-1,2,NA,"The Bureau Believed That The Proposed $500 Limit For The First Loan Was Appropriate In Light Of Current State Regulatory Limits And Would Reduce The Risks That Unaffordable Payments Would Cause Consumers To Default, Re-Borrow, Or Fail To Meet Basic Living Expenses Or Other Major Financial Obligations During A Loan Sequence.",NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-154014,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-154014-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,TRUE,FALSE,4,55,1.4035087719298245,3,-0.22,TRUE,-0.22,2,TRUE,TRUE,FALSE,66,11-100,1-99,Opposes Rule,Opposes Rule,Naacp,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,Non-Business
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-157938,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-157938,NA,Washington State House Of Representatives,NA,NA,NA,Richard Debolt; Jt Wilcox,1,NA,Elected,Naacp,Public,NA,House-Wa,"As State Legislators, We Oppose The Consumer Financial Protection Bureau's Most Recent Proposed Rule On Payday Lending And Respectfully Ask That The Bureau Reconsider","There Is Certainly More Work To Be Done In This Field, But We Will Be Unable To Continue This Work If Your Proposed Rule Disrupts Our State System.","I Strongly Urge The Bureau To Stop Progress On The Proposed Payday Lending Rule And Consider Other Options For Approaching The Problems With The Industry, Such As Many Of The Reforms We Have Proposed Here In Washington State.","The Proposed Rule Is Likely To Foreclose The Good Work We Are Doing At The State Level And Force More People Into Onerous And Illegal Loans, And We Respectfully As You To Reconsider.",-2,NA,-2,-2,-1,Evidence Does Not Suggest That Additional Regulation Of Covered Loans Leads To More Borrowing Of These Loans.,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-157938,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-157938-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,TRUE,FALSE,4,55,1.4035087719298245,3,-0.22,TRUE,-0.22,2,TRUE,TRUE,FALSE,66,11-100,1-99,Opposes Rule,Opposes Rule,Naacp,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,Non-Business
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-185050,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-185050,NA,City Of Rosemead,NA,NA,NA,City Of Rosemead,1,NA,Elected,Naacp,Public,NA,Rosemead Mayor,I Respectfully Urge The Cfpb To Reconsider Its Proposal,I Respectfully Urge The Cfpb To Reconsider Its Proposal,"A Range Of Competitive, Legitimate Short-Term Credit Options Are Needed In Our Community. Without These “Non-Traditional”, State-Regulated Financial Products, Many Consumers Will Not Be Able To Access Cash When They Need It Most.",NA,-2,NA,-2,0,NA,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-185050,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-185050-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,4,55,1.4035087719298245,3,-0.22,TRUE,-0.22,2,TRUE,TRUE,FALSE,66,11-100,1-99,Opposes Rule,Opposes Rule,Naacp,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,Non-Business
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-185047,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-185047,NA,State Of Oklahoma House Of Representatives,NA,NA,NA,Charles Mccall,1,NA,Elected,Naacp,Public,NA,Oklahoma House Of Representatives,"The Bureau Should Support State Regulatory Structures, Such As In Oklahoma, Which Effectively Govern Short Term Lending.","The Bureau Should Support State Regulatory Structures, Such As In Oklahoma, Which Effectively Govern Short Term Lending.",NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-185047,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-185047-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,4,55,1.4035087719298245,3,-0.22,TRUE,-0.22,2,TRUE,TRUE,FALSE,66,11-100,1-99,Opposes Rule,Opposes Rule,Naacp,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,Non-Business
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-170615,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-170615,NA,City Of Berkeley,NA,NA,NA,Jesse Arreguin,5,NA,Elected,Wcbc,Public,NA,Berkeley City Council,Urge The Consumer Financial Protection Bureau (Cfpb) To Issue A Strong Federal Payday Lending Rule,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-170615,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-170615-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,0,129,4.847328244274809,NA,0.7565217391304349,FALSE,0.7565217391304349,2,TRUE,TRUE,NA,74,More Than 100,1-99,Supports Rule,Supports Rule,Wcbc,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,NA
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-186562,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-186562,NA,"Maryland State Delegate, District 20",NA,NA,NA,"William C. Smith, Jr.",5,NA,Elected,Wcbc,Public,NA,Maryland House Of Delegates District 20,Issue The Strongest Rule Possible To Stop The Harmful Debt Trap Caused By Payday Loans,Imperative That The Cfpb Close Loopholes In The Proposed Rule,Support The Inclusion Of Explicit Support For State Usury Limits Within The Preamble Of The Proposed Rule,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-186562,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-186562-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,0,129,4.847328244274809,NA,0.7565217391304349,FALSE,0.7565217391304349,2,TRUE,TRUE,NA,74,More Than 100,1-99,Supports Rule,Supports Rule,Wcbc,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,NA
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-186565,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-186565,NA,30th Assembly District,NA,NA,NA,Luis Alejo,2,NA,Elected,Naacp,Public,NA,California Assembly District 30,"Proposed Regulations Are Aimed At The ""Bad Actors"" In The Payday And Short-Term Lending Industry, They Are Overly Prescriptive",NA,NA,NA,-2,NA,NA,NA,NA,"However, One General Response Is That The Estimated Restriction On Consumer Access To Credit Is Not As Severe As Implied By These Comments. The Rule Does Not Impose A Ban On Payday Lending, And The Bureau Expects The Vast Majority Of Consumers Will Experience Minimal, If Any, Reduction In Access To Credit",NA,NA,NA,Not As Severe,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-186565,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-186565-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,4,55,1.4035087719298245,3,-0.22,TRUE,-0.22,2,TRUE,TRUE,FALSE,66,11-100,1-99,Opposes Rule,Opposes Rule,Naacp,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,Non-Business
Cfpb-2016-0025,Https://Www.regulations.gov/Docket/Cfpb-2016-0025,Cfpb-2016-0025-190023,NA,Https://Www.regulations.gov/Comment/Cfpb-2016-0025-190023,NA,The Maryland House Of Delegates,NA,NA,NA,Dana Stein,5,NA,Elected,Wcbc,Public,NA,Maryland House Of Delegates District 11,Issue The Strongest Rule Possible To Stop The Harmful Debt Trap Caused By Payday Loans,Imperative That The Cfpb Close Loopholes In The Proposed Rule,Support The Inclusion Of Explicit Support For State Usury Limits Within The Preamble Of The Proposed Rule,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,Cfpb,NA,Https://Www.federalregister.gov/Documents/2016/07/22/2016-13490/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,Https://Www.federalregister.gov/Documents/2017/11/17/2017-21808/Payday-Vehicle-Title-And-Certain-High-Cost-Installment-Loans,NA,NA,NA,NA,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-190023,Https://Ssc.wisc.edu/~Judgelord/Comment_text/Cfpb/Cfpb-2016-0025/Cfpb-2016-0025-190023-1.Txt,NA,NA,NA,NA,NA,NA,Cfpb,2016-10-07,Obama,1,9,FALSE,1,FALSE,FALSE,0,129,4.847328244274809,NA,0.7565217391304349,FALSE,0.7565217391304349,2,TRUE,TRUE,NA,74,More Than 100,1-99,Supports Rule,Supports Rule,Wcbc,Cfpb,TRUE,FALSE,FALSE,Mass-Comment Campaign,NA
